name,url
TUESDAY: EPA to Hold Public Hearing April 24 on the Proposed Amendments to the Regulations for the Disposal of Coal Ash,https://www.epa.gov/newsreleases/tuesday-epa-hold-public-hearing-april-24-proposed-amendments-regulations-disposal-coal
"EPA Awards $262,204 to the University of Florida for Habitat Restoration",https://www.epa.gov/newsreleases/epa-awards-262204-university-florida-habitat-restoration
EPA FY17 Environmental Justice Progress Report Shows Tangible Results for Vulnerable Communities,https://www.epa.gov/newsreleases/epa-fy17-environmental-justice-progress-report-shows-tangible-results-vulnerable
"Administrator Pruitt Takes Important Action on Lead-Contaminated Site, Announces WIFIA Program in Indiana",https://www.epa.gov/newsreleases/administrator-pruitt-takes-important-action-lead-contaminated-site-announces-wifia-0
"EPA Region 7 Recognizes City of Dubuque, Iowa, and John Deere Dubuque Works with Awards for Environmental Practices",https://www.epa.gov/newsreleases/epa-region-7-recognizes-city-dubuque-iowa-and-john-deere-dubuque-works-awards
El Informe de Progreso en Justicia Ambiental de la EPA para el Año Fiscal 17 demuestra resultados tangibles para comunidades vulnerables,https://www.epa.gov/newsreleases/el-informe-de-progreso-en-justicia-ambiental-de-la-epa-para-el-ano-fiscal-17-demuestra
"EPA Region 7 Administrator Jim Gulliford to Present Environmental Awards to City of Dubuque, Iowa, and John Deere Dubuque Works April 19",https://www.epa.gov/newsreleases/epa-region-7-administrator-jim-gulliford-present-environmental-awards-city-dubuque-iowa
Administrator Pruitt Signs $107.6M Action Memorandum to Clean Up the Mississippi Phosphates Corporation Superfund Site,https://www.epa.gov/newsreleases/administrator-pruitt-signs-1076m-action-memorandum-clean-mississippi-phosphates
Administrator Pruitt Signs $107.6M Action Memorandum to Clean Up the Mississippi Phosphates Corporation Superfund Site,https://www.epa.gov/newsreleases/administrator-pruitt-signs-1076m-action-memorandum-clean-mississippi-phosphates-1
EPA Grant Helps University of Texas and Girl Scouts Protect the Gulf of Mexico,https://www.epa.gov/newsreleases/epa-grant-helps-university-texas-and-girl-scouts-protect-gulf-mexico
Administrator Pruitt Signs $107.6M Action Memorandum to Clean Up the Mississippi Phosphates Corporation Superfund Site,https://www.epa.gov/newsreleases/administrator-pruitt-signs-1076m-action-memorandum-clean-mississippi-phosphates
Latest Inventory of U.S. Greenhouse Gas Emissions and Sinks Shows Continued Progress,https://www.epa.gov/newsreleases/latest-inventory-us-greenhouse-gas-emissions-and-sinks-shows-continued-progress
Administrator Pruitt Signs $107.6M Action Memorandum to Clean Up the Mississippi Phosphates Corporation Superfund Site,https://www.epa.gov/newsreleases/administrator-pruitt-signs-1076m-action-memorandum-clean-mississippi-phosphates-1
EPA Announces Effort to Update Wet Weather Regulations for Wastewater Treatment Plants,https://www.epa.gov/newsreleases/epa-announces-effort-update-wet-weather-regulations-wastewater-treatment-plants
Administrator Pruitt Approves $26M to State of Mississippi for Gulf Coast Ecosystem Restoration Activities,https://www.epa.gov/newsreleases/administrator-pruitt-approves-26m-state-mississippi-gulf-coast-ecosystem-restoration
Administrator Pruitt Discusses Water Quality and Lead Eradication in Ohio,https://www.epa.gov/newsreleases/administrator-pruitt-discusses-water-quality-and-lead-eradication-ohio
"B.F. Goodrich Site Among Updated List of Superfund Sites Targeted for Immediate, Intense Attention by Administrator Pruitt",https://www.epa.gov/newsreleases/bf-goodrich-site-among-updated-list-superfund-sites-targeted-immediate-intense
EPA completes Illinois River Watershed Models,https://www.epa.gov/newsreleases/epa-completes-illinois-river-watershed-models
"Administrator Pruitt Updates List of Superfund Sites Targeted for Immediate, Intense Action",https://www.epa.gov/newsreleases/administrator-pruitt-updates-list-superfund-sites-targeted-immediate-intense-action
"Mississippi Phosphates Corporation Site Among Updated List of Superfund Sites Targeted for Immediate, Intense Action by Administrator Pruitt",https://www.epa.gov/newsreleases/mississippi-phosphates-corporation-site-among-updated-list-superfund-sites-targeted
"EPA, Navy, Suquamish Tribe, State and Kitsap County to Celebrate Bremerton Landfill–Gorst Creek Cleanup and Restoration",https://www.epa.gov/newsreleases/epa-navy-suquamish-tribe-state-and-kitsap-county-celebrate-bremerton-landfill-gorst
"Administrator Pruitt Updates List of Superfund Sites Targeted for Immediate, Intense Attention",https://www.epa.gov/newsreleases/administrator-pruitt-updates-list-superfund-sites-targeted-immediate-intense-attention
EPA Announces Appointment of Ben Scaggs as Executive Director of the Gulf Coast Ecosystem Restoration Council,https://www.epa.gov/newsreleases/epa-announces-appointment-ben-scaggs-executive-director-gulf-coast-ecosystem
U.S. EPA Removes Anaconda Copper Mine from Superfund Emphasis List,https://www.epa.gov/newsreleases/us-epa-removes-anaconda-copper-mine-superfund-emphasis-list
EPA Announces Appointment of Ben Scaggs as Executive Director of the Gulf Coast Ecosystem Restoration Council,https://www.epa.gov/newsreleases/epa-announces-appointment-ben-scaggs-executive-director-gulf-coast-ecosystem
"Administrator Pruitt Updates List of Superfund Sites Targeted for Immediate, Intense Attention",https://www.epa.gov/newsreleases/administrator-pruitt-updates-list-superfund-sites-targeted-immediate-intense-attention
"EPA, FDEP and Multistate Trust to Hold Public Availability Session about Kerr-McGee Chemical Corp Site in Jacksonville, Fla. on April 19",https://www.epa.gov/newsreleases/epa-fdep-and-multistate-trust-hold-public-availability-session-about-kerr-mcgee
"EPA provides $980,000 to Michigan to restore fish and wildlife habitat in Saginaw Bay, Lake Huron",https://www.epa.gov/newsreleases/epa-provides-980000-michigan-restore-fish-and-wildlife-habitat-saginaw-bay-lake-huron
U.S. Senate Motions to Invoke Cloture on Andrew Wheeler Nomination,https://www.epa.gov/newsreleases/us-senate-motions-invoke-cloture-andrew-wheeler-nomination
"U.S. EPA grants three Southern California tribes approval to implement water, air programs",https://www.epa.gov/newsreleases/us-epa-grants-three-southern-california-tribes-approval-implement-water-air-programs
EPA begins lead and arsenic cleanup at former battery store in Indianapolis,https://www.epa.gov/newsreleases/epa-begins-lead-and-arsenic-cleanup-former-battery-store-indianapolis
U.S. Senate Confirms Andrew Wheeler to Serve as Deputy EPA Administrator,https://www.epa.gov/newsreleases/us-senate-confirms-andrew-wheeler-serve-deputy-epa-administrator
Presidential Memo on Implementation of Air Quality Standards Showcases EPA Progress on Promoting Domestic Manufacturing and Job Creation,https://www.epa.gov/newsreleases/presidential-memo-implementation-air-quality-standards-showcases-epa-progress-promoting
EPA Names Top Cities for ENERGY STAR Certified Buildings in 2017,https://www.epa.gov/newsreleases/epa-names-top-cities-energy-star-certified-buildings-2017
"EPA Ranks Atlanta, GA in Top 25 Cities for ENERGY STAR Certified Buildings in 2017",https://www.epa.gov/newsreleases/epa-ranks-atlanta-ga-top-25-cities-energy-star-certified-buildings-2017
"Kansas Dairy Ingredients of Hugoton, Kan., Receives EPA Region 7 Pollution Prevention Award",https://www.epa.gov/newsreleases/kansas-dairy-ingredients-hugoton-kan-receives-epa-region-7-pollution-prevention-award
EPA settles with Advanced Windows Inc. For Violations of “Lead-Safe” Renovation Protections,https://www.epa.gov/newsreleases/epa-settles-advanced-windows-inc-violations-lead-safe-renovation-protections
"Johns Manville’s McPherson, Kan., Facility Receives EPA Region 7 Pollution Prevention Award",https://www.epa.gov/newsreleases/johns-manvilles-mcpherson-kan-facility-receives-epa-region-7-pollution-prevention-award
"JBS Swift Foods in Ottumwa, Iowa, Receives EPA Region 7 Pollution Prevention Award",https://www.epa.gov/newsreleases/jbs-swift-foods-ottumwa-iowa-receives-epa-region-7-pollution-prevention-award
"Kansas Dairy Ingredients of Hugoton, Kan., Receives EPA Region 7 Pollution Prevention Award",https://www.epa.gov/newsreleases/kansas-dairy-ingredients-hugoton-kan-receives-epa-region-7-pollution-prevention-award
EPA settles with Advanced Windows Inc. For Violations of “Lead-Safe” Renovation Protections,https://www.epa.gov/newsreleases/epa-settles-advanced-windows-inc-violations-lead-safe-renovation-protections
Denver among Top Ten cities for ENERGY STAR certified buildings in 2017,https://www.epa.gov/newsreleases/denver-among-top-ten-cities-energy-star-certified-buildings-2017
"JBS Swift Foods in Ottumwa, Iowa, Receives EPA Region 7 Pollution Prevention Award",https://www.epa.gov/newsreleases/jbs-swift-foods-ottumwa-iowa-receives-epa-region-7-pollution-prevention-award
"Johns Manville’s McPherson, Kan., Facility Receives EPA Region 7 Pollution Prevention Award",https://www.epa.gov/newsreleases/johns-manvilles-mcpherson-kan-facility-receives-epa-region-7-pollution-prevention-award
"City of Eudora, Kan., Receives EPA Region 7 Pollution Prevention Award",https://www.epa.gov/newsreleases/city-eudora-kan-receives-epa-region-7-pollution-prevention-award
Iowa City Veterans Affairs Health Care System Receives EPA Region 7 Pollution Prevention Award,https://www.epa.gov/newsreleases/iowa-city-veterans-affairs-health-care-system-receives-epa-region-7-pollution
"Austin, TX, Among Top 20 on 2017 ENERGY STAR® Top Cities List",https://www.epa.gov/newsreleases/austin-tx-among-top-20-2017-energy-starr-top-cities-list
"Dallas, TX, Places Third on 2017 ENERGY STAR® Top Cities List",https://www.epa.gov/newsreleases/dallas-tx-places-third-2017-energy-starr-top-cities-list
"Houston, TX, Among Top 10 on 2017 ENERGY STAR® Top Cities List",https://www.epa.gov/newsreleases/houston-tx-among-top-10-2017-energy-starr-top-cities-list
"Bayer Crop Science in Kansas City, Mo., Receives EPA Region 7 Pollution Prevention Award",https://www.epa.gov/newsreleases/bayer-crop-science-kansas-city-mo-receives-epa-region-7-pollution-prevention-award
U.S. EPA Announces Seven Pacific Southwest Metro Areas Make ENERGY STAR’s Top Cities List for 2017,https://www.epa.gov/newsreleases/us-epa-announces-seven-pacific-southwest-metro-areas-make-energy-stars-top-cities-list
Boston in Top 25 of EPA’s List of Cities with the Most Energy Star Certified Buildings,https://www.epa.gov/newsreleases/boston-top-25-epas-list-cities-most-energy-star-certified-buildings
EPA Names Top Cities for ENERGY STAR Certified Buildings in 2017,https://www.epa.gov/newsreleases/epa-names-top-cities-energy-star-certified-buildings-2017
EPA Awards $25.4 Million to Train and Assist Small Drinking Water and Wastewater Systems,https://www.epa.gov/newsreleases/epa-awards-254-million-train-and-assist-small-drinking-water-and-wastewater-systems
Boston in Top 25 of EPA’s List of Cities with the Most Energy Star Certified Buildings,https://www.epa.gov/newsreleases/boston-top-25-epas-list-cities-most-energy-star-certified-buildings
Comment Period for Proposed Remedy Selection Plan for Multiple Training Areas located at Joint Base Cape Cod,https://www.epa.gov/newsreleases/comment-period-proposed-remedy-selection-plan-multiple-training-areas-located-joint
"EPA Awards $215,000 to Mid-Atlantic Regional Air Management Association to Reduce Air Pollution",https://www.epa.gov/newsreleases/epa-awards-215000-mid-atlantic-regional-air-management-association-reduce-air-pollution
EPA Approves First Underground Injection Control Program Primacy for Carbon Sequestration Wells to North Dakota,https://www.epa.gov/newsreleases/epa-approves-first-underground-injection-control-program-primacy-carbon-sequestration
EPA Releases Draft Policy to Reduce Animal Testing for Skin Sensitization,https://www.epa.gov/newsreleases/epa-releases-draft-policy-reduce-animal-testing-skin-sensitization
EPA Announces San Jacinto River Waste Pits Cleanup Action,https://www.epa.gov/newsreleases/epa-announces-san-jacinto-river-waste-pits-cleanup-action
EPA Administrator Pruitt Praises Permitting MOU to Accelerate Crucial Infrastructure Projects,https://www.epa.gov/newsreleases/epa-administrator-pruitt-praises-permitting-mou-accelerate-crucial-infrastructure
La EPA anuncia nuevo financiamiento para proyectos de infraestructura del agua,https://www.epa.gov/newsreleases/la-epa-anuncia-nuevo-financiamiento-para-proyectos-de-infraestructura-del-agua
EPA Announces New Funding for Water Infrastructure Projects in Puerto Rico,https://www.epa.gov/newsreleases/epa-announces-new-funding-water-infrastructure-projects-puerto-rico
EPA announces action plan to restore and protect Lake Huron,https://www.epa.gov/newsreleases/epa-announces-action-plan-restore-and-protect-lake-huron
EPA Regional Administrator Pete Lopez Keynotes Cornell University’s Town Gown Conference on Sustainability,https://www.epa.gov/newsreleases/epa-regional-administrator-pete-lopez-keynotes-cornell-universitys-town-gown-conference
EPA Announces New Funding for Water Infrastructure Projects in New York,https://www.epa.gov/newsreleases/epa-announces-new-funding-water-infrastructure-projects-new-york
EPA Announces New Funding for Water Infrastructure Projects in the U.S. Virgin Islands,https://www.epa.gov/newsreleases/epa-announces-new-funding-water-infrastructure-projects-us-virgin-islands
EPA Announces New Funding for Water Infrastructure Projects in New Jersey,https://www.epa.gov/newsreleases/epa-announces-new-funding-water-infrastructure-projects-new-jersey
Administrator Pruitt Talks Regulatory Reform in Kentucky,https://www.epa.gov/newsreleases/administrator-pruitt-talks-regulatory-reform-kentucky
Austin Energy Earns 2018 ENERGY STAR® Partner of the Year Honors,https://www.epa.gov/newsreleases/austin-energy-earns-2018-energy-starr-partner-year-honors
Four Dallas-Area Organizations Earn 2018 ENERGY STAR® Partner of the Year Honors,https://www.epa.gov/newsreleases/four-dallas-area-organizations-earn-2018-energy-starr-partner-year-honors
Texas-New Mexico Power Company of Albuquerque Earns 2018 ENERGY STAR® Partner of the Year Honors,https://www.epa.gov/newsreleases/texas-new-mexico-power-company-albuquerque-earns-2018-energy-starr-partner-year-honors
Five Houston-Area Organizations Earn 2018 ENERGY STAR® Partner of the Year Honors,https://www.epa.gov/newsreleases/five-houston-area-organizations-earn-2018-energy-starr-partner-year-honors
El Paso Electric Earns 2018 ENERGY STAR® Partner of the Year Honors,https://www.epa.gov/newsreleases/el-paso-electric-earns-2018-energy-starr-partner-year-honors
"AEP SWEPCO of Shreveport, La., Earns 2018 ENERGY STAR® Partner of the Year Honors",https://www.epa.gov/newsreleases/aep-swepco-shreveport-la-earns-2018-energy-starr-partner-year-honors
San Antonio’s USAA Real Estate Co. Earns 2018 ENERGY STAR® Partner of the Year Honors,https://www.epa.gov/newsreleases/san-antonios-usaa-real-estate-co-earns-2018-energy-starr-partner-year-honors
EPA approves Albuquerque’s request,https://www.epa.gov/newsreleases/epa-approves-albuquerques-request
EPA Announces New Funding for Water Infrastructure Projects,https://www.epa.gov/newsreleases/epa-announces-new-funding-water-infrastructure-projects-0
Partnerships Protect New England’s Beautiful Environment,https://www.epa.gov/newsreleases/partnerships-protect-new-englands-beautiful-environment
EPA culmina su recogido de desperdicios domésticos peligrosos en Puerto Rico el 13 de abril,https://www.epa.gov/newsreleases/epa-culmina-su-recogido-de-desperdicios-domesticos-peligrosos-en-puerto-rico-el-13-de
EPA Announces New Funding for Water Infrastructure Projects,https://www.epa.gov/newsreleases/epa-announces-new-funding-water-infrastructure-projects
"EPA Set to Finish Collection of Hazardous Household Materials in Puerto Rico, April 13",https://www.epa.gov/newsreleases/epa-set-finish-collection-hazardous-household-materials-puerto-rico-april-13
"The United States and Missouri Reach Agreement with Doe Run Resources Corporation on Cleanup of More Than 4,000 Lead-Contaminated Residential Yards in Missouri",https://www.epa.gov/newsreleases/united-states-and-missouri-reach-agreement-doe-run-resources-corporation-cleanup-more
U.S. EPA Announces New Funding for Water Infrastructure Projects,https://www.epa.gov/newsreleases/us-epa-announces-new-funding-water-infrastructure-projects
El Administrador Pruitt de la EPA determina que deben modificarse las normas para las emisiones de gases de efecto invernadero (GEI) para los automóviles y camionetas,https://www.epa.gov/newsreleases/el-administrador-pruitt-de-la-epa-determina-que-deben-modificarse-las-normas-para-las
11 New England Organizations Recognized as Energy Star Partners,https://www.epa.gov/newsreleases/11-new-england-organizations-recognized-energy-star-partners
The Wall Street Journal: The Fuel Economy Fraud,https://www.epa.gov/newsreleases/wall-street-journal-fuel-economy-fraud
CNN: EPA's Pruitt Fulfilling Trump's Anti-Regulatory Agenda,https://www.epa.gov/newsreleases/cnn-epas-pruitt-fulfilling-trumps-anti-regulatory-agenda
EPA Honors 2018 ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-2018-energy-starr-partners-year
"Columbia Water and Light, Columbia, Mo., Receives 2018 ENERGY STAR® Partner of the Year",https://www.epa.gov/newsreleases/columbia-water-and-light-columbia-mo-receives-2018-energy-starr-partner-year
EPA approves Southern Ute Indian Tribe’s application to implement Water Quality Standards program,https://www.epa.gov/newsreleases/epa-approves-southern-ute-indian-tribes-application-implement-water-quality-standards
"Metro Lighting of Brentwood, Mo., Receives 2018 ENERGY STAR® Partner of the Year",https://www.epa.gov/newsreleases/metro-lighting-brentwood-mo-receives-2018-energy-starr-partner-year
EPA Administrator Pruitt: GHG Emissions Standards for Cars and Light Trucks Should Be Revised,https://www.epa.gov/newsreleases/epa-administrator-pruitt-ghg-emissions-standards-cars-and-light-trucks-should-be
"EPA Honors Entergy Mississippi, Inc. as 2018 ENERGY STAR® Partner of the Year",https://www.epa.gov/newsreleases/epa-honors-entergy-mississippi-inc-2018-energy-starr-partner-year
"U. S. Steel Corporation Agrees to Improve Environmental Compliance at Indiana Facility, Pay Civil Penalty, and Reimburse U.S. for Response Costs and Damages for Toxic Chromium Spill",https://www.epa.gov/newsreleases/u-s-steel-corporation-agrees-improve-environmental-compliance-indiana-facility-pay
EPA Honors Five Florida Companies as 2018 ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-five-florida-companies-2018-energy-starr-partners-year
EPA Honors Six North Carolina Companies as 2018 ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-six-north-carolina-companies-2018-energy-starr-partners-year
EPA Honors Seven DC 2018 ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-seven-dc-2018-energy-starr-partners-year
EPA Honors Four Pennsylvania ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-four-pennsylvania-energy-starr-partners-year
EPA Honors Five Kentucky Companies as 2018 ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-five-kentucky-companies-2018-energy-starr-partners-year
EPA Honors Three Tennessee Companies as 2018 ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-three-tennessee-companies-2018-energy-starr-partners-year
"U. S. Steel Corporation Agrees to Improve Environmental Compliance at Indiana Facility, Pay Civil Penalty, and Reimburse U.S. for Response Costs and Damages for Toxic Chromium Spill",https://www.epa.gov/newsreleases/u-s-steel-corporation-agrees-improve-environmental-compliance-indiana-facility-pay
EPA Honors Five Florida Companies as 2018 ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-five-florida-companies-2018-energy-starr-partners-year
EPA Honors Seven DC 2018 ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-seven-dc-2018-energy-starr-partners-year
"Principal Real Estate Investors, Des Moines, Iowa, Receives 2018 ENERGY STAR® Partner of the Year",https://www.epa.gov/newsreleases/principal-real-estate-investors-des-moines-iowa-receives-2018-energy-starr-partner-year
Des Moines Public Schools Receives 2018 ENERGY STAR® Partner of the Year,https://www.epa.gov/newsreleases/des-moines-public-schools-receives-2018-energy-starr-partner-year
EPA Honors Delaware Sustainable Energy Utility as an ENERGY STAR® Partner of the Year,https://www.epa.gov/newsreleases/epa-honors-delaware-sustainable-energy-utility-energy-starr-partner-year
"True Manufacturing, O’Fallon, Mo., Receives 2018 ENERGY STAR® Award for Excellence in Product Design",https://www.epa.gov/newsreleases/true-manufacturing-ofallon-mo-receives-2018-energy-starr-award-excellence-product
EPA Honors Six Virginia ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-six-virginia-energy-starr-partners-year
EPA Honors Three Maryland ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-three-maryland-energy-starr-partners-year
"U.S. EPA honors 2018 ENERGY STAR® Partners of the Year in Arizona, California and Nevada",https://www.epa.gov/newsreleases/us-epa-honors-2018-energy-starr-partners-year-arizona-california-and-nevada
EPA Honors Four Pennsylvania ENERGY STAR® Partners of the Year,https://www.epa.gov/newsreleases/epa-honors-four-pennsylvania-energy-starr-partners-year
Conn. City and Private Waste Hauler Take Steps to Correct Toxic Waste Violations,https://www.epa.gov/newsreleases/conn-city-and-private-waste-hauler-take-steps-correct-toxic-waste-violations
"Gillette News Record: EPA Chief Pruitt Visits Campbell County, Touts Importance of Coal Exports",https://www.epa.gov/newsreleases/gillette-news-record-epa-chief-pruitt-visits-campbell-county-touts-importance-coal
"Gillette News Record: EPA Chief Pruitt Visits Campbell County, Touts Importance of Coal Exports",https://www.epa.gov/newsreleases/gillette-news-record-epa-chief-pruitt-visits-campbell-county-touts-importance-coal
Administrator Pruitt Tours the Golden State,https://www.epa.gov/newsreleases/administrator-pruitt-tours-golden-state
"Manufacturing plants in Devils Slide (Utah), Grand Forks (N.D.), Salt Lake City (Utah), and Sioux Falls (S.D.) recognized for superior energy performance",https://www.epa.gov/newsreleases/manufacturing-plants-devils-slide-utah-grand-forks-nd-salt-lake-city-utah-and-sioux
EPA Recognizes Two Maryland Companies as 2017 ENERGY STAR® Certified Manufacturing Plants,https://www.epa.gov/newsreleases/epa-recognizes-two-maryland-companies-2017-energy-starr-certified-manufacturing-plants
EPA Recognizes Virginia Companies as 2017 ENERGY STAR® Certified Manufacturing Plants,https://www.epa.gov/newsreleases/epa-recognizes-virginia-companies-2017-energy-starr-certified-manufacturing-plants
EPA Announces 2017 ENERGY STAR® Certified Manufacturing Plants in Florida,https://www.epa.gov/newsreleases/epa-announces-2017-energy-starr-certified-manufacturing-plants-florida
U.S. EPA Announces 2017 ENERGY STAR® Certified Manufacturing Plants in Arizona and California,https://www.epa.gov/newsreleases/us-epa-announces-2017-energy-starr-certified-manufacturing-plants-arizona-and
EPA Announces Nissan North America Automobile Assembly in Mississippi as 2017 ENERGY STAR® Certified Plant,https://www.epa.gov/newsreleases/epa-announces-nissan-north-america-automobile-assembly-mississippi-2017-energy-starr
EPA Announces 2017 ENERGY STAR® Certified Manufacturing Plants in Georgia,https://www.epa.gov/newsreleases/epa-announces-2017-energy-starr-certified-manufacturing-plants-georgia
EPA Recognizes Reading Company as a 2017 ENERGY STAR® Certified Manufacturing Plant,https://www.epa.gov/newsreleases/epa-recognizes-reading-company-2017-energy-starr-certified-manufacturing-plant
Seven Texas manufacturing plants earn 2017 ENERGY STAR® certifications,https://www.epa.gov/newsreleases/seven-texas-manufacturing-plants-earn-2017-energy-starr-certifications
Two Louisiana manufacturing plants earn 2017 ENERGY STAR® certifications,https://www.epa.gov/newsreleases/two-louisiana-manufacturing-plants-earn-2017-energy-starr-certifications
"Six Manufacturing Plants in New York, New Jersey and Puerto Rico Earned ENERGY STAR® Certification",https://www.epa.gov/newsreleases/six-manufacturing-plants-new-york-new-jersey-and-puerto-rico-earned-energy-starr
EPA Announces 2017 ENERGY STAR® Certified Manufacturing Plants in Alabama,https://www.epa.gov/newsreleases/epa-announces-2017-energy-starr-certified-manufacturing-plants-alabama
Administrator Pruitt Announces Cooperative Research and Development Agreement,https://www.epa.gov/newsreleases/administrator-pruitt-announces-cooperative-research-and-development-agreement
The Philadelphia Inquirer: EPA Settlement At Upper Merion Superfund Site Could Make Way For New Apartments,https://www.epa.gov/newsreleases/philadelphia-inquirer-epa-settlement-upper-merion-superfund-site-could-make-way-new
Seven Texas manufacturing plants earn 2017 ENERGY STAR® certifications,https://www.epa.gov/newsreleases/seven-texas-manufacturing-plants-earn-2017-energy-starr-certifications
Two Louisiana manufacturing plants earn 2017 ENERGY STAR® certifications,https://www.epa.gov/newsreleases/two-louisiana-manufacturing-plants-earn-2017-energy-starr-certifications
"EPA, N.C. DEQ and Multistate Trust to Hold Public Availability Session and Public Meeting about Kerr-McGee Chemical Corp Site in Navassa, N.C., on April 10",https://www.epa.gov/newsreleases/epa-nc-deq-and-multistate-trust-hold-public-availability-session-and-public-meeting-0
Administrator Pruitt Announces Cooperative Research and Development Agreement,https://www.epa.gov/newsreleases/administrator-pruitt-announces-cooperative-research-and-development-agreement
"EPA to hold April 7 community meeting and open house at the USS Lead Superfund site in East Chicago, Ind.",https://www.epa.gov/newsreleases/epa-hold-april-7-community-meeting-and-open-house-uss-lead-superfund-site-east-chicago
EPA Announces 2017 ENERGY STAR® Certified Manufacturing Plants,https://www.epa.gov/newsreleases/epa-announces-2017-energy-starr-certified-manufacturing-plants
"Manufacturing plants in Devils Slide (Utah), Grand Forks (N.D.), Salt Lake City (Utah), and Sioux Falls (S.D.) recognized for superior energy performance",https://www.epa.gov/newsreleases/manufacturing-plants-devils-slide-utah-grand-forks-nd-salt-lake-city-utah-and-sioux
EPA Recognizes Two Maryland Companies as 2017 ENERGY STAR® Certified Manufacturing Plants,https://www.epa.gov/newsreleases/epa-recognizes-two-maryland-companies-2017-energy-starr-certified-manufacturing-plants
The Oklahoman: Ban On “Secret Science” In EPA Regulation Makes Sense,https://www.epa.gov/newsreleases/oklahoman-ban-secret-science-epa-regulation-makes-sense
W. Charles McIntosh Nominated to Lead EPA's Office of International and Tribal Affairs,https://www.epa.gov/newsreleases/w-charles-mcintosh-nominated-lead-epas-office-international-and-tribal-affairs
Real Clear Policy - Ken Cuccinelli: Scott Pruitt Leads the Way on Regulatory Rollback,https://www.epa.gov/newsreleases/real-clear-policy-ken-cuccinelli-scott-pruitt-leads-way-regulatory-rollback
"EPA, Honeywell to discuss Lower Rouge River sediment cleanup at March 28 public meeting in Detroit",https://www.epa.gov/newsreleases/epa-honeywell-discuss-lower-rouge-river-sediment-cleanup-march-28-public-meeting
"EPA settlement with property owners removes barriers for redevelopment of Superfund site in Upper Merion, Pa.",https://www.epa.gov/newsreleases/epa-settlement-property-owners-removes-barriers-redevelopment-superfund-site-upper
"U.S. EPA deletes part of Pacific Coast Pipeline site from Superfund list, clearing way for commercial and recreational use",https://www.epa.gov/newsreleases/us-epa-deletes-part-pacific-coast-pipeline-site-superfund-list-clearing-way-commercial
XTO Energy Inc. to make system upgrades and reduce air pollution on the Fort Berthold Indian Reservation in North Dakota,https://www.epa.gov/newsreleases/xto-energy-inc-make-system-upgrades-and-reduce-air-pollution-fort-berthold-indian
"U.S. EPA awards Clawson Excavating, Inc. a $918,911 contract for road improvements in Cove, Ariz.",https://www.epa.gov/newsreleases/us-epa-awards-clawson-excavating-inc-918911-contract-road-improvements-cove-ariz
The Oklahoman: Ban On “Secret Science” In EPA Regulation Makes Sense,https://www.epa.gov/newsreleases/oklahoman-ban-secret-science-epa-regulation-makes-sense
Administrator Pruitt Meets with More Than 400 Farmers and Ranchers from Five States During National Agriculture Week,https://www.epa.gov/newsreleases/administrator-pruitt-meets-more-400-farmers-and-ranchers-five-states-during-national
"EPA Begins Lead-Contaminated Soil Cleanup at a Detroit, Mich. Residential Park",https://www.epa.gov/newsreleases/epa-begins-lead-contaminated-soil-cleanup-detroit-mich-residential-park
EPA Awards Grant to Mercer University for Innovative Technology Projects,https://www.epa.gov/newsreleases/epa-awards-grant-mercer-university-innovative-technology-projects
EPA Awards Grant to Loyola University Chicago for Innovative Technology Project,https://www.epa.gov/newsreleases/epa-awards-grant-loyola-university-chicago-innovative-technology-project
EPA Awards Grant to Case Western Reserve University for Innovative Technology Project,https://www.epa.gov/newsreleases/epa-awards-grant-case-western-reserve-university-innovative-technology-project
EPA Awards Grants to University Teams in Georgia for Innovative Technology Projects,https://www.epa.gov/newsreleases/epa-awards-grants-university-teams-georgia-innovative-technology-projects
University of Washington Team Garners EPA Grant for Innovative Pollution Prevention Technology,https://www.epa.gov/newsreleases/university-washington-team-garners-epa-grant-innovative-pollution-prevention-technology
"Students from UMass/Lowell Win $15,000 EPA Grant for Innovative Technology Project",https://www.epa.gov/newsreleases/students-umasslowell-win-15000-epa-grant-innovative-technology-project
"Univ. of Oklahoma, Oklahoma State awarded EPA grants for innovative technology projects",https://www.epa.gov/newsreleases/univ-oklahoma-oklahoma-state-awarded-epa-grants-innovative-technology-projects
"Students from Montana State, North Dakota State, and Utah State University receive EPA grants for innovative technology projects",https://www.epa.gov/newsreleases/students-montana-state-north-dakota-state-and-utah-state-university-receive-epa-grants
EPA Awards $14K Grant to K-State for Innovative Technology Project,https://www.epa.gov/newsreleases/epa-awards-14k-grant-k-state-innovative-technology-project
